Type  	Port	Time               	Call   	Group   	ID      	Clr	Enc	PTT	dBm
05	1	21.04.2013 01:15:56	Group  	196609  	5177349 	1  	off	-  	Max
05	1	21.04.2013 01:15:56	Group  	131073  	5177349 	1  	off	-  	Max
05	1	21.04.2013 01:15:56	Group  	65537   	5177349 	1  	off	-  	Max
05	1	21.04.2013 01:15:56	Group  	5       	15269889	1  	off	-  	Max
05	1	21.04.2013 01:15:57	D2     	11712357	5592859 	6  	off	-  	-67
07	1	21.04.2013 01:15:57	CA     	13796909	10343590	9  	off	-  	-67
0B	1	21.04.2013 01:15:58	57     	5234223 	1669914 	3  	off	1  	-67
0B	1	21.04.2013 01:15:58	Private	6036862 	2509884 	2  	off	1  	-67
0B	1	21.04.2013 01:15:58	77     	13671146	1960464 	10 	off	1  	-68
07	1	21.04.2013 01:16:26	Group  	768     	99205   	1  	off	-  	Max
08	1	21.04.2013 01:16:27	Group  	3409420 	64      	1  	off	-  	Max
08	1	21.04.2013 01:16:27	01     	8588544 	783     	1  	off	-  	Max
08	1	21.04.2013 01:16:27	19     	16715030	2229303 	1  	off	-  	Max
08	1	21.04.2013 01:16:27	86     	126490  	11674664	1  	off	-  	Max
0D	1	21.04.2013 01:16:27	56     	3538944 	38      	1  	off	-  	Max
05	1	21.04.2013 01:16:27	80     	720897  	8585216 	1  	off	-  	Max
05	1	21.04.2013 01:16:27	80     	655361  	8585216 	1  	off	-  	Max
05	1	21.04.2013 01:16:27	80     	589825  	8585216 	1  	off	-  	Max
05	1	21.04.2013 01:16:27	80     	524289  	8585216 	1  	off	-  	Max
05	1	21.04.2013 01:16:28	80     	458753  	8585216 	1  	off	-  	Max
05	1	21.04.2013 01:16:28	80     	393217  	8585216 	1  	off	-  	Max
05	1	21.04.2013 01:16:28	80     	327681  	8585216 	1  	off	-  	Max
05	1	21.04.2013 01:16:28	80     	262145  	8585216 	1  	off	-  	Max
07	1	21.04.2013 01:16:28	Group  	99072   	899     	1  	off	-  	Max
07	1	21.04.2013 01:16:28	Group  	0       	0       	0  	off	-  	Max
11	1	21.04.2013 01:16:28	Group  	0       	0       	0  	0  	-  	Max
11	1	21.04.2013 01:16:28	Group  	0       	0       	0  	0  	-  	Max
11	1	21.04.2013 01:16:28	Group  	0       	0       	0  	0  	-  	Max
09	1	21.04.2013 01:16:29	7E     	13459753	15203073	3  	off	-  	Max
09	1	21.04.2013 01:16:30	DD     	15093481	6228471 	1  	off	-  	-67
0B	1	21.04.2013 01:16:30	58     	16085395	9835399 	6  	off	1  	-67
07	1	21.04.2013 01:16:31	Group  	494080  	99205   	1  	off	-  	Max
08	1	21.04.2013 01:16:31	Group  	3409421 	64      	1  	off	-  	Max
08	1	21.04.2013 01:16:31	01     	8588544 	494095  	1  	off	-  	Max
08	1	21.04.2013 01:16:31	12     	7867670 	2229303 	1  	off	-  	Max
08	1	21.04.2013 01:16:32	86     	126490  	11674664	1  	off	-  	Max
0D	1	21.04.2013 01:16:32	56     	3538944 	238     	1  	off	-  	Max
05	1	21.04.2013 01:16:32	80     	393216  	196609  	1  	off	-  	Max
05	1	21.04.2013 01:16:33	80     	327680  	196609  	1  	off	-  	Max
05	1	21.04.2013 01:16:33	80     	262144  	196609  	1  	off	-  	Max
07	1	21.04.2013 01:16:33	Group  	768     	99203   	1  	off	-  	Max
08	1	21.04.2013 01:16:33	Group  	2033166 	64      	1  	off	-  	Max
08	1	21.04.2013 01:16:33	Group  	0       	0       	0  	off	-  	Max
0D	1	21.04.2013 01:16:33	Group  	0       	0       	0  	off	-  	Max
09	1	21.04.2013 01:16:33	24     	6415943 	6317061 	7  	off	-  	-64
08	1	21.04.2013 01:16:33	E4     	15148257	10405420	7  	off	-  	-64
0B	1	21.04.2013 01:16:33	66     	13596405	11536275	15 	off	1  	-64
05	1	21.04.2013 01:16:34	B9     	14070038	870123  	6  	off	-  	-64
0B	1	21.04.2013 01:16:42	1D     	13540141	9080300 	10 	off	1  	Max
05	1	21.04.2013 01:16:42	A4     	15948104	9749849 	4  	off	-  	Max
05	1	21.04.2013 01:16:42	57     	16772995	4491509 	12 	off	-  	-71
05	1	21.04.2013 01:16:43	41     	11176676	16719505	2  	off	-  	-71
0B	1	21.04.2013 01:16:43	41     	7125398 	1590432 	6  	off	1  	-71
05	1	21.04.2013 01:16:52	7C     	1297735 	6352719 	11 	off	-  	Max
05	1	21.04.2013 01:16:52	49     	6155276 	12113893	4  	off	-  	Max
07	1	21.04.2013 01:16:52	95     	12671385	13799710	13 	off	-  	Max
05	1	21.04.2013 01:16:52	99     	4211797 	14253007	5  	off	-  	-71
08	1	21.04.2013 01:16:52	BF     	10870563	11212005	15 	off	-  	-71
0B	1	21.04.2013 01:16:52	07     	3654680 	12902243	8  	off	1  	-71
07	1	21.04.2013 01:16:52	ED     	4285970 	11562844	13 	off	-  	-71
07	1	21.04.2013 01:16:57	Group  	494080  	99205   	1  	off	-  	Max
08	1	21.04.2013 01:16:57	Group  	3409423 	64      	1  	off	-  	Max
08	1	21.04.2013 01:16:57	01     	8588544 	494095  	1  	off	-  	Max
08	1	21.04.2013 01:16:57	1A     	5508374 	2229303 	1  	off	-  	Max
08	1	21.04.2013 01:16:57	86     	6550042 	11672914	1  	off	-  	Max
0D	1	21.04.2013 01:16:57	56     	5767168 	248     	1  	off	-  	Max
08	1	21.04.2013 01:16:58	54     	9814367 	2037054 	5  	off	-  	Max
05	1	21.04.2013 01:16:58	D3     	15013881	1720078 	12 	off	-  	Max
0B	1	21.04.2013 01:16:58	D3     	1250964 	4821289 	12 	off	1  	-69
0B	1	21.04.2013 01:16:58	DB     	228342  	11583122	2  	off	1  	-69
0B	1	21.04.2013 01:16:58	DE     	16652088	7240008 	3  	off	1  	-69
05	1	21.04.2013 01:16:58	2B     	15671236	203014  	7  	off	-  	-69
08	1	21.04.2013 01:17:26	03     	7857731 	6887797 	11 	off	-  	Max
05	1	21.04.2013 01:17:27	57     	1624868 	10837276	6  	off	-  	Max
05	1	21.04.2013 01:17:27	2A     	6472281 	4395433 	9  	off	-  	Max
08	1	21.04.2013 01:17:27	F1     	5934866 	9718797 	5  	off	-  	Max
08	1	21.04.2013 01:17:27	FB     	15275039	672992  	15 	off	-  	Max
09	1	21.04.2013 01:17:27	FA     	5898377 	11486655	1  	off	-  	-71
05	1	21.04.2013 01:17:27	C9     	5045373 	10367937	4  	off	-  	-71
0B	1	21.04.2013 01:17:29	C1     	8646064 	2554897 	10 	off	1  	Max
05	1	21.04.2013 01:17:30	3A     	13359593	13378051	10 	off	-  	Max
07	1	21.04.2013 01:17:30	31     	9656807 	13933093	7  	off	-  	Max
08	1	21.04.2013 01:17:30	8B     	15667696	10198398	4  	off	-  	-68
09	1	21.04.2013 01:17:30	42     	15682282	14735472	12 	off	-  	-68
05	1	21.04.2013 01:17:30	E0     	11266224	12277513	0  	off	-  	-68
07	1	21.04.2013 01:17:31	Group  	494080  	99205   	1  	off	-  	Max
08	1	21.04.2013 01:17:31	Group  	3409425 	64      	1  	off	-  	Max
08	1	21.04.2013 01:17:31	01     	8588544 	494095  	1  	off	-  	Max
08	1	21.04.2013 01:17:31	7A     	9047318 	2229303 	1  	off	-  	Max
08	1	21.04.2013 01:17:31	86     	12844058	11684511	1  	off	-  	Max
0D	1	21.04.2013 01:17:31	56     	3080192 	105     	1  	off	-  	Max
05	1	21.04.2013 01:17:34	BA     	6763259 	14351493	0  	off	-  	Max
05	1	21.04.2013 01:17:34	74     	12026302	8669680 	15 	off	-  	-72
0B	1	21.04.2013 01:17:34	80     	7195823 	13425605	12 	off	1  	-72
09	1	21.04.2013 01:17:34	D1     	12301358	608254  	10 	off	-  	-72
05	1	21.04.2013 01:17:34	C4     	15153113	1360683 	4  	off	-  	-72
05	1	21.04.2013 01:17:44	57     	7485671 	4108058 	10 	off	-  	Max
09	1	21.04.2013 01:17:44	0A     	6771171 	7499908 	8  	off	-  	-64
07	1	21.04.2013 01:17:45	B7     	10704565	13881968	14 	off	-  	-64
05	1	21.04.2013 01:17:45	E2     	13000699	758750  	7  	off	-  	-64
07	1	21.04.2013 01:17:59	Group  	494080  	99205   	1  	off	-  	Max
08	1	21.04.2013 01:17:59	Group  	3409426 	64      	1  	off	-  	Max
08	1	21.04.2013 01:17:59	01     	8588544 	494095  	1  	off	-  	Max
08	1	21.04.2013 01:17:59	24     	5311766 	2229303 	1  	off	-  	Max
08	1	21.04.2013 01:17:59	85     	13487130	11710046	1  	off	-  	Max
0D	1	21.04.2013 01:17:59	56     	5570560 	181     	1  	off	-  	Max
05	1	21.04.2013 01:18:00	FF     	9172236 	15748969	5  	off	-  	Max
07	1	21.04.2013 01:18:00	4D     	16730872	2255484 	5  	off	-  	Max
0B	1	21.04.2013 01:18:01	8B     	14931875	6744994 	9  	off	1  	-69
05	1	21.04.2013 01:18:01	04     	15248612	5200478 	5  	off	-  	-69
07	1	21.04.2013 01:18:27	Group  	387328  	99206   	1  	off	-  	Max
08	1	21.04.2013 01:18:27	Group  	3933715 	64      	1  	off	-  	Max
08	1	21.04.2013 01:18:27	01     	8588288 	387343  	1  	off	-  	Max
08	1	21.04.2013 01:18:27	48     	4918558 	2229248 	1  	On 	-  	Max
08	1	21.04.2013 01:18:27	83     	14462490	11708455	1  	off	-  	Max
08	1	21.04.2013 01:18:27	02     	355346  	3626588 	1  	off	-  	Max
0D	1	21.04.2013 01:18:27	Group  	0       	71      	1  	off	-  	Max
05	1	21.04.2013 01:18:28	DE     	815705  	10864981	1  	off	-  	Max
09	1	21.04.2013 01:18:28	70     	2666150 	1069274 	10 	off	-  	Max
08	1	21.04.2013 01:18:28	3F     	2925176 	4617691 	14 	off	-  	-72
05	1	21.04.2013 01:18:28	4D     	16207997	15546838	0  	off	-  	-72
05	1	21.04.2013 01:18:28	B5     	10822708	6165577 	0  	off	-  	-72
09	1	21.04.2013 01:18:28	2D     	7133610 	14725108	11 	off	-  	-72
05	1	21.04.2013 01:18:29	24     	1981837 	4072893 	3  	off	-  	-72
07	1	21.04.2013 01:18:35	Group  	768     	99205   	1  	off	-  	Max
08	1	21.04.2013 01:18:35	Group  	3409428 	64      	1  	off	-  	Max
08	1	21.04.2013 01:18:35	01     	8588544 	783     	1  	off	-  	Max
08	1	21.04.2013 01:18:35	2F     	11406614	2229303 	1  	off	-  	Max
08	1	21.04.2013 01:18:35	83     	14462490	11708455	1  	off	-  	Max
0D	1	21.04.2013 01:18:35	56     	6029312 	78      	1  	off	-  	Max
05	1	21.04.2013 01:18:36	84     	15954215	14425654	14 	off	-  	Max
05	1	21.04.2013 01:18:36	33     	8149818 	5627379 	1  	off	-  	Max
05	1	21.04.2013 01:18:37	1B     	9548949 	2901565 	15 	off	-  	Max
05	1	21.04.2013 01:18:37	DD     	10751409	15243326	8  	off	-  	-66
0B	1	21.04.2013 01:18:37	AF     	14111824	6288408 	13 	off	1  	-66
09	1	21.04.2013 01:18:37	25     	8817689 	14204092	12 	off	-  	-66
0B	1	21.04.2013 01:18:37	79     	1080210 	15847457	13 	off	1  	-66
07	1	21.04.2013 01:18:40	Group  	494080  	99205   	1  	off	-  	Max
08	1	21.04.2013 01:18:40	Group  	3409429 	64      	1  	off	-  	Max
08	1	21.04.2013 01:18:40	01     	8588544 	494095  	1  	off	-  	Max
08	1	21.04.2013 01:18:40	28     	2559254 	2229303 	1  	off	-  	Max
08	1	21.04.2013 01:18:40	83     	14462490	11708455	1  	off	-  	Max
0D	1	21.04.2013 01:18:40	56     	6029312 	43      	1  	off	-  	Max
08	1	21.04.2013 01:18:42	39     	7487381 	13401622	15 	off	-  	-71
0B	1	21.04.2013 01:18:42	DB     	9682205 	574972  	8  	off	1  	-71
07	1	21.04.2013 01:18:42	01     	14827520	99205   	1  	off	-  	Max
08	1	21.04.2013 01:18:43	Group  	3409430 	0       	1  	off	-  	Max
08	1	21.04.2013 01:18:43	01     	8588545 	14827535	1  	off	-  	Max
08	1	21.04.2013 01:18:43	4D     	7277846 	2229303 	1  	off	-  	Max
08	1	21.04.2013 01:18:43	83     	14462490	11708455	1  	off	-  	Max
0D	1	21.04.2013 01:18:43	56     	6029312 	206     	1  	off	-  	Max
0B	1	21.04.2013 01:18:44	70     	12926403	6243950 	10 	off	1  	Max
08	1	21.04.2013 01:18:45	83     	4934187 	13542024	6  	off	-  	-69
05	1	21.04.2013 01:18:51	Group  	65538   	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:18:51	Group  	5       	15269890	1  	off	-  	Max
08	1	21.04.2013 01:18:52	89     	10293748	7419783 	1  	off	-  	-67
05	1	21.04.2013 01:18:52	55     	7992465 	14454583	8  	off	-  	-67
08	1	21.04.2013 01:18:52	78     	16279149	7083629 	5  	off	-  	-67
09	1	21.04.2013 01:18:54	6B     	11349042	6716152 	5  	off	-  	Max
08	1	21.04.2013 01:18:54	6E     	7721544 	16050949	12 	off	-  	-69
05	1	21.04.2013 01:18:54	F1     	3349690 	1096881 	12 	off	-  	-69
07	1	21.04.2013 01:18:54	C1     	12729069	16561825	12 	off	-  	-69
05	1	21.04.2013 01:18:55	Group  	524290  	2162693 	1  	off	-  	-69
05	1	21.04.2013 01:18:55	Group  	458754  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:18:55	Group  	393218  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:18:55	Group  	327682  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:18:55	Group  	262146  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:18:55	Group  	196610  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:18:55	Group  	131074  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:18:55	Group  	65538   	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:18:55	Group  	5       	15269890	1  	off	-  	Max
09	1	21.04.2013 01:18:57	BC     	11777710	7585582 	10 	off	-  	-74
08	1	21.04.2013 01:18:57	68     	10863194	13673581	2  	off	-  	-71
07	1	21.04.2013 01:18:57	Group  	494080  	99205   	1  	off	-  	-71
08	1	21.04.2013 01:18:57	Group  	3409431 	64      	1  	off	-  	-71
08	1	21.04.2013 01:18:57	01     	8588544 	494095  	1  	off	-  	-71
08	1	21.04.2013 01:18:57	5B     	2231574 	2229303 	1  	off	-  	-71
08	1	21.04.2013 01:18:58	81     	14090266	11697307	1  	off	-  	-71
0D	1	21.04.2013 01:18:58	56     	5832704 	230     	1  	off	-  	-71
07	1	21.04.2013 01:18:59	42     	13652856	9756957 	6  	off	-  	Max
07	1	21.04.2013 01:18:59	B6     	4435672 	2572838 	9  	off	-  	-66
05	1	21.04.2013 01:18:59	FD     	5833985 	1016447 	3  	off	-  	-66
0B	1	21.04.2013 01:18:59	1B     	8915692 	3341808 	1  	off	1  	-66
0B	1	21.04.2013 01:18:59	F8     	2187079 	14174294	10 	off	1  	-66
05	1	21.04.2013 01:18:59	5A     	9064858 	10074799	14 	off	-  	-66
07	1	21.04.2013 01:18:59	EB     	5704804 	16532706	7  	off	-  	-66
09	1	21.04.2013 01:18:59	36     	15849210	16489702	1  	off	-  	-66
07	1	21.04.2013 01:18:59	CF     	7376421 	601454  	11 	off	-  	-64
0B	1	21.04.2013 01:18:59	7C     	1408158 	13073465	6  	off	1  	-64
05	1	21.04.2013 01:18:59	Group  	524290  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:18:59	Group  	458754  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:18:59	Group  	393218  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:18:59	Group  	327682  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:00	Group  	262146  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:00	Group  	196610  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:00	Group  	131074  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:00	Group  	65538   	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:00	Group  	5       	15269890	1  	off	-  	Max
05	1	21.04.2013 01:19:01	0D     	12704701	12679441	10 	off	-  	Max
08	1	21.04.2013 01:19:01	BC     	4013520 	9467284 	10 	off	-  	Max
08	1	21.04.2013 01:19:01	A5     	12174981	12990367	9  	off	-  	-69
05	1	21.04.2013 01:19:05	Group  	524290  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:05	Group  	458754  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:05	Group  	393218  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:05	Group  	327682  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:05	Group  	262146  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:05	Group  	196610  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:05	Group  	131074  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:05	Group  	65538   	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:05	Group  	5       	15269890	1  	off	-  	Max
05	1	21.04.2013 01:19:06	B2     	3490663 	9684584 	7  	off	-  	-66
07	1	21.04.2013 01:19:06	66     	14121745	7344896 	0  	off	-  	-66
05	1	21.04.2013 01:19:06	9E     	8352319 	2474600 	12 	off	-  	-66
0B	1	21.04.2013 01:19:07	47     	14426185	16545479	5  	off	1  	-66
05	1	21.04.2013 01:19:10	Group  	524290  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:10	Group  	458754  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:10	Group  	393218  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:10	Group  	327682  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:10	Group  	262146  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:10	Group  	196610  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:10	Group  	131074  	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:10	Group  	65538   	2162693 	1  	off	-  	Max
05	1	21.04.2013 01:19:10	Group  	5       	15269890	1  	off	-  	Max
07	1	21.04.2013 01:19:12	FB     	4448824 	12052336	7  	off	-  	-69
08	1	21.04.2013 01:19:12	C2     	1646435 	6486684 	8  	off	-  	-68
Stop
